timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_Aggregate,Theta_Aggregate,Alpha_Aggregate,Beta_Aggregate,Gamma_Aggregate
1751988911.537,774.83514,823.5897,782.0879,815.5311,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5379999,799.41394,827.619,777.25275,844.1392,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5379999,837.6923,828.8278,776.4469,886.4469,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5379999,812.71063,820.7692,773.6264,849.3773,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5379999,780.4762,823.5897,772.01465,811.0989,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5619998,790.54944,828.8278,777.6557,823.1868,0.5679587575,0.350014005,0.48236054000000006,0.231240640375,-0.0903734925
1751988911.5619998,821.978,823.1868,781.685,857.8388,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,817.1429,819.9634,781.685,859.85345,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,792.96704,825.6044,782.8938,836.08057,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,780.07324,827.2161,780.07324,820.7692,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,805.4579,821.1722,779.67035,847.3626,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,826.4103,820.3663,782.0879,865.09155,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.563,803.0403,826.8132,782.8938,842.52747,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.564,776.8498,827.2161,779.67035,807.8755,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.564,798.60803,821.978,776.8498,821.1722,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.564,837.28937,830.0366,784.90845,864.2857,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.564,817.9487,831.2454,788.5348,851.39197,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.609,775.2381,828.8278,789.34064,811.50183,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.61,796.1905,831.2454,791.75824,829.2308,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.61,837.28937,828.4249,788.1319,870.7326,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.61,827.619,823.5897,786.52014,876.77655,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,784.5055,825.2015,787.326,831.6484,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,785.31134,827.2161,787.326,816.337,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,827.2161,820.3663,781.28204,859.85345,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,841.31866,817.5458,775.64105,890.4762,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,804.65204,815.12823,773.6264,846.55676,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.611,771.6117,809.89014,776.04395,788.5348,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.612,820.3663,820.7692,779.2674,847.3626,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.612,853.8095,828.8278,779.67035,873.95605,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.6579998,825.2015,831.2454,787.326,833.2601,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.6579998,793.7729,832.8571,789.34064,813.5165,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.6579998,820.3663,828.022,782.8938,850.989,0.568515375,0.35597870750000005,0.48236054000000006,0.228563356,-0.091632155
1751988911.6590002,844.5421,824.3956,785.7143,887.25275,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.66,815.5311,823.5897,788.5348,859.0476,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.66,780.4762,821.1722,783.69965,818.7546,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.661,797.3993,821.1722,782.8938,840.9158,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.661,838.49817,820.7692,783.69965,885.2381,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.661,827.619,814.3223,779.2674,868.71796,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.661,788.5348,817.1429,783.2967,825.2015,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.661,788.5348,826.8132,788.93774,819.5604,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.6620002,828.8278,829.2308,784.90845,862.674,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.717,838.9011,826.4103,782.49084,867.1062,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.717,809.0842,826.8132,783.2967,837.28937,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.717,786.9231,826.0073,781.28204,833.2601,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7180002,811.9048,824.3956,782.49084,857.8388,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7180002,836.8865,825.6044,788.5348,875.9707,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7180002,818.7546,826.8132,787.326,858.6447,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7180002,783.2967,825.2015,782.0879,827.619,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.719,788.93774,817.9487,780.87915,833.2601,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.719,814.7253,817.9487,782.49084,855.82416,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.719,820.3663,827.2161,785.31134,855.0183,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.719,788.1319,827.2161,787.72894,810.293,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.72,792.1612,823.5897,788.1319,813.91943,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.784,830.4396,821.978,787.72894,854.21246,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7849998,836.4835,823.1868,784.5055,864.2857,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7849998,801.4286,821.1722,782.49084,830.0366,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7859998,774.43225,819.5604,781.685,803.0403,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7859998,809.89014,819.5604,779.67035,846.1539,0.5654982024999999,0.35586297499999997,0.48181544,0.228703770455,-0.0934791
1751988911.7859998,840.9158,822.7839,782.8938,879.59705,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.788,813.5165,823.5897,786.52014,841.31866,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.788,772.8205,819.15753,785.7143,789.34064,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.788,802.6374,819.5604,783.2967,836.08057,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.788,844.94507,828.4249,790.14655,898.93774,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.788,819.9634,827.2161,790.14655,869.12085,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.789,767.98535,819.9634,780.4762,805.8608,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8140001,779.67035,815.9341,778.0586,815.5311,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8140001,832.4542,818.3516,781.28204,864.68866,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.815,841.31866,824.7985,784.90845,862.674,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.815,785.31134,821.1722,780.07324,814.7253,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.815,774.0293,817.5458,772.8205,820.7692,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.815,829.6337,825.2015,776.4469,886.04395,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.815,840.5128,826.0073,779.67035,886.8498,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.816,785.7143,816.337,773.6264,808.2784,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.816,765.16486,815.9341,771.6117,791.75824,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.816,808.68134,817.5458,769.59705,847.76556,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.816,834.0659,816.7399,772.8205,872.74725,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.816,803.8461,812.71063,776.4469,834.0659,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8409998,774.43225,817.1429,779.67035,800.2198,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8409998,806.6667,826.4103,782.0879,832.8571,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8409998,838.0952,826.4103,779.2674,858.24176,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8409998,830.4396,827.2161,782.0879,842.1245,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8419998,797.3993,828.8278,782.8938,818.3516,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8419998,799.41394,825.6044,779.2674,836.8865,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8419998,834.4689,822.7839,777.6557,874.7619,0.5596048899999999,0.3539625325,0.479113825,0.233370788,-0.09411945749999999
1751988911.8419998,836.8865,823.9927,776.4469,867.50916,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8430002,790.54944,819.9634,773.6264,821.5751,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8430002,782.0879,820.3663,777.25275,828.8278,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8430002,814.3223,818.3516,779.67035,861.06226,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8430002,827.619,817.9487,781.685,864.68866,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.895,803.44324,821.5751,779.67035,835.6777,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.895,777.25275,818.7546,775.64105,808.2784,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.896,811.50183,818.3516,777.6557,846.1539,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.896,842.9304,823.5897,781.685,871.9414,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.896,816.337,827.2161,782.49084,850.18317,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8969998,769.19415,821.1722,776.4469,815.12823,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8969998,786.9231,815.9341,775.2381,838.0952,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8969998,827.619,813.91943,780.4762,883.22345,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8979998,836.08057,817.5458,784.5055,894.5055,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8979998,788.1319,817.9487,781.28204,834.87177,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8979998,777.25275,819.15753,779.2674,811.9048,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.8979998,842.1245,827.619,780.07324,880.0,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.9689999,864.2857,829.6337,774.0293,891.28204,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.9689999,830.84247,833.2601,770.80585,849.7802,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.9699998,813.91943,834.4689,772.01465,840.10986,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.9699998,865.89746,833.663,769.19415,886.8498,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.9699998,891.28204,838.9011,770.0,903.7729,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.971,847.3626,834.87177,766.77655,852.6007,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.971,807.47253,830.84247,767.1795,818.3516,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.971,850.18317,834.0659,772.01465,853.00366,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.972,884.83514,831.6484,770.0,893.69965,0.5534799625,0.3508757025,0.477352365,0.2416735125,-0.09245401500000001
1751988911.972,838.0952,824.3956,769.19415,861.06226,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.973,796.5934,825.6044,772.01465,813.5165,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.973,824.3956,829.2308,775.2381,848.1685,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.9980001,859.85345,827.619,776.4469,892.49084,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.9980001,845.34796,826.8132,776.04395,879.19415,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.9980001,804.65204,822.7839,775.64105,834.87177,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.999,808.2784,823.5897,775.2381,843.73627,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988911.999,844.5421,825.2015,783.2967,887.6557,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,838.0952,823.1868,786.1172,876.77655,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,801.02563,823.5897,785.31134,837.28937,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,800.6227,830.84247,788.5348,834.87177,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,835.6777,834.4689,783.69965,867.9121,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,838.49817,832.4542,783.69965,866.30035,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0,816.337,831.2454,786.1172,836.8865,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.001,793.36993,826.0073,779.2674,804.65204,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.023,819.5604,826.0073,780.07324,834.87177,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.023,851.79486,831.6484,782.0879,873.95605,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.023,839.304,832.8571,778.86444,855.0183,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,790.9524,826.8132,777.25275,808.68134,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,791.3553,823.9927,778.46155,826.4103,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,840.9158,828.4249,778.86444,886.4469,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,848.5714,831.2454,781.685,896.1172,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,808.2784,830.4396,784.90845,855.42126,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.024,796.5934,828.022,788.1319,832.4542,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0249999,838.0952,828.8278,786.52014,877.98535,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0249999,839.304,825.2015,784.10254,874.7619,0.5473220075,0.34678870500000003,0.477352365,0.250622095,-0.08892515250000001
1751988912.0249999,792.5641,820.7692,782.0879,831.2454,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1020002,775.2381,817.9487,782.0879,827.619,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1020002,822.381,823.1868,780.87915,882.8205,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1020002,846.55676,826.8132,779.67035,915.05493,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1020002,799.81683,816.337,777.6557,859.45056,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,773.22345,813.1135,776.04395,819.15753,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,808.68134,815.9341,775.64105,854.61536,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,842.52747,820.3663,778.86444,901.3553,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,830.0366,820.3663,782.49084,876.3736,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,779.2674,816.337,782.8938,806.26373,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1030002,798.20514,825.6044,788.1319,838.49817,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.104,848.97437,833.663,790.9524,895.7143,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.104,838.9011,825.2015,780.07324,878.7912,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.129,799.81683,823.9927,775.64105,814.7253,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1299999,804.2491,834.4689,784.90845,813.1135,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1299999,846.9597,832.0513,785.7143,873.95605,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1299999,859.45056,831.2454,788.5348,887.6557,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.131,828.4249,837.6923,790.9524,845.7509,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.131,805.8608,838.9011,788.5348,826.0073,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.131,836.08057,836.8865,788.93774,867.1062,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.132,846.55676,827.2161,782.8938,875.16486,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.132,812.71063,820.7692,781.28204,845.34796,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.132,787.72894,825.2015,787.326,820.3663,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.132,813.1135,823.5897,785.31134,850.58606,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.133,832.4542,814.3223,784.5055,873.1502,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.1820002,823.5897,817.1429,788.5348,852.6007,0.5418589174999999,0.34260157,0.477328875,0.25665235,-0.0853054675
1751988912.183,802.6374,827.2161,789.34064,839.304,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.184,798.20514,825.2015,787.326,836.4835,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.185,821.978,823.5897,790.54944,857.4359,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.185,819.15753,829.2308,792.5641,875.56775,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.185,788.1319,831.2454,782.0879,852.1978,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.185,782.8938,829.2308,777.6557,826.4103,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.1859999,818.7546,829.2308,783.69965,850.989,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.1859999,843.3333,833.663,782.49084,887.6557,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.1859999,817.9487,838.49817,780.07324,864.68866,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.1859999,792.1612,836.08057,784.10254,827.2161,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.1859999,824.3956,832.8571,786.9231,853.8095,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.212,845.7509,831.6484,788.1319,884.83514,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.212,821.5751,828.022,790.54944,863.0769,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.212,788.1319,828.8278,791.75824,815.12823,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.2129998,803.0403,831.2454,791.75824,834.0659,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.2129998,844.5421,829.2308,786.1172,880.40295,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.2129998,837.6923,828.022,782.49084,863.47986,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.2129998,786.1172,828.4249,782.8938,812.3077,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
1751988912.2129998,780.87915,828.8278,783.2967,805.05493,0.538090435,0.33948999999999996,0.4751785275,0.257947025,-0.08305407249999998
