timestamp,TP9,AF7,AF8,TP10,Valence,Arousal
0.0,-2.6371640340581394e-05,-4.2972298724650974e-05,-4.1994798027924035e-05,-2.8321023913939143e-05,3.3333,4.4667
0.00390625,-2.7832273565575666e-05,-3.8579163409475876e-05,-3.7112912364385464e-05,-2.3927888598764042e-05,3.3333,4.4667
0.0078125,-2.7349141037308333e-05,-3.613541166765853e-05,-4.3949799421377906e-05,-2.686039068894486e-05,3.3333,4.4667
0.01171875,-3.466916062256812e-05,-4.883168508491648e-05,-4.932043543327994e-05,-3.7112912364385464e-05,3.3333,4.4667
0.015625,-3.564666131929505e-05,-5.27360700517281e-05,-3.80904130611124e-05,-3.7112912364385464e-05,3.3333,4.4667
0.01953125,-3.80904130611124e-05,-4.9809185781643416e-05,-4.150604767956056e-05,-3.174227635248343e-05,3.3333,4.4667
0.0234375,-4.6387933343099125e-05,-5.2247319703364635e-05,-6.20167088505379e-05,-3.271977704921037e-05,3.3333,4.4667
0.02734375,-3.8579163409475876e-05,-4.7365434039826065e-05,-5.957295710872056e-05,-3.174227635248343e-05,3.3333,4.4667
0.03125,-2.6371640340581394e-05,-4.68766836914626e-05,-5.029793613000689e-05,-3.564666131929505e-05,3.3333,4.4667
0.03515625,-3.125352600411996e-05,-5.7129205366903206e-05,-6.0061707457084024e-05,-3.760166271274894e-05,3.3333,4.4667
0.0390625,-3.0276025307393018e-05,-5.566857214190892e-05,-6.49435931206226e-05,-3.4180410274204646e-05,3.3333,4.4667
0.04296875,-3.369165992584118e-05,-5.4202321096818514e-05,-6.152795850217444e-05,-3.760166271274894e-05,3.3333,4.4667
0.046875,-4.2972298724650974e-05,-5.4202321096818514e-05,-5.2247319703364635e-05,-3.466916062256812e-05,3.3333,4.4667
0.05078125,-4.1994798027924035e-05,-4.883168508491648e-05,-4.346104907301444e-05,-3.174227635248343e-05,3.3333,4.4667
0.0546875,-3.906791375783935e-05,-4.24835483762875e-05,-4.1994798027924035e-05,-3.174227635248343e-05,3.3333,4.4667
0.05859375,-3.5157910970931585e-05,-4.052854698283362e-05,-4.3949799421377906e-05,-3.223102670084689e-05,3.3333,4.4667
0.0625,-3.564666131929505e-05,-4.6387933343099125e-05,-4.7365434039826065e-05,-3.174227635248343e-05,3.3333,4.4667
0.06640625,-2.2950387902037106e-05,-3.955104628610668e-05,-3.7112912364385464e-05,-2.686039068894486e-05,3.3333,4.4667
0.0703125,-2.6371640340581394e-05,-3.466916062256812e-05,-3.564666131929505e-05,-2.3927888598764042e-05,3.3333,4.4667
0.07421875,-4.346104907301444e-05,-4.6387933343099125e-05,-3.5157910970931585e-05,-2.2950387902037106e-05,3.3333,4.4667
0.078125,-3.369165992584118e-05,-5.8595456411993605e-05,-3.7112912364385464e-05,-2.8321023913939143e-05,3.3333,4.4667
0.08203125,-3.80904130611124e-05,-5.8595456411993605e-05,-5.566857214190892e-05,-3.125352600411996e-05,3.3333,4.4667
0.0859375,-4.492730011810485e-05,-4.834293473655301e-05,-5.469107144518199e-05,-3.760166271274894e-05,3.3333,4.4667
0.08984375,-2.686039068894486e-05,-2.880977426230261e-05,-4.4438549769741386e-05,-3.955104628610668e-05,3.3333,4.4667
0.09375,-2.8321023913939143e-05,-2.3927888598764042e-05,-4.7365434039826065e-05,-3.174227635248343e-05,3.3333,4.4667
0.09765625,-4.3949799421377906e-05,-2.1972887205310157e-05,-4.1994798027924035e-05,-2.9298524610666075e-05,3.3333,4.4667
0.1015625,-3.369165992584118e-05,4.391542505836554e-06,-1.5141617968413853e-05,-2.7349141037308333e-05,3.3333,4.4667
0.10546875,-2.1972887205310157e-05,2.4365411123826704e-06,-3.076477565575649e-05,-4.0039796634470156e-05,3.3333,4.4667
0.109375,-1.1720365529869568e-05,-1.563036831677732e-05,-5.9084206760357085e-05,-4.932043543327994e-05,3.3333,4.4667
0.11328125,-1.8557252586862005e-05,-2.3927888598764042e-05,-5.761795571526667e-05,-4.68766836914626e-05,3.3333,4.4667
0.1171875,-2.3927888598764042e-05,-2.9787274959029552e-05,-5.8595456411993605e-05,-5.1269819006637696e-05,3.3333,4.4667
0.12109375,-9.770981956511818e-06,-3.564666131929505e-05,-5.810670606363014e-05,-6.445484277225913e-05,3.3333,4.4667
0.125,-1.025411448477915e-05,-3.6624162016022e-05,-5.8595456411993605e-05,-7.568486514442667e-05,3.3333,4.4667
0.12890625,-9.282231608148337e-06,-3.8579163409475876e-05,-6.152795850217444e-05,-7.568486514442667e-05,3.3333,4.4667
0.1328125,4.880292854200021e-06,-4.834293473655301e-05,-6.103920815381096e-05,-7.129172982925156e-05,3.3333,4.4667
