timestamp,TP9,AF7,AF8,TP10,Valence,Arousal
0.0,-2.6359408209353773e-05,-3.954693829251543e-05,-6.83171943236438e-06,-3.222507760738536e-05,3.4667,5.3333
0.00390625,-2.3430663935301737e-05,-2.5385887067978925e-05,-2.6850259205004945e-05,-3.1243375616083e-05,3.4667,5.3333
0.0078125,-1.0733984847791247e-05,1.4718432440680686e-06,-2.8314631342030962e-05,-3.710086416418707e-05,3.4667,5.3333
0.01171875,-1.3670909971770796e-05,-6.83171943236438e-06,-3.902975158312344e-06,-3.2707747753109015e-05,3.4667,5.3333
0.015625,-2.001106866559853e-05,-1.806402638284885e-05,7.329331792172134e-06,-2.6359408209353773e-05,3.4667,5.3333
0.01953125,-2.4895036072327754e-05,-3.0269854474708167e-05,-7.322570428015552e-06,-3.0269854474708167e-05,3.4667,5.3333
0.0234375,-3.076070547035934e-05,-3.710086416418707e-05,-2.2457142793926906e-05,-3.85734171511406e-05,3.4667,5.3333
0.02734375,-3.076070547035934e-05,-3.2707747753109015e-05,-1.5135282108796815e-05,-3.4172119890135035e-05,3.4667,5.3333
0.03125,-2.8805482337682147e-05,-2.8805482337682147e-05,-2.9212731670099853e-06,-3.515382188143739e-05,3.4667,5.3333
0.03515625,-1.806402638284885e-05,-2.438603021286326e-06,1.0748927061875342e-05,-3.759171515983824e-05,3.4667,5.3333
0.0390625,-1.4153580117494456e-05,5.864959655146115e-06,-6.340868436713194e-06,-3.466297088578621e-05,3.4667,5.3333
0.04296875,-2.6850259205004945e-05,-2.1483621652552058e-05,-2.9296333333333323e-05,-2.734111020065613e-05,3.4667,5.3333
0.046875,-2.8314631342030962e-05,-3.076070547035934e-05,-3.1243375616083e-05,-2.3430663935301737e-05,3.4667,5.3333
0.05078125,-2.2947993789578078e-05,-3.0269854474708167e-05,-3.466297088578621e-05,-2.782378034637979e-05,3.4667,5.3333
0.0546875,-3.2707747753109015e-05,-4.0520459433890276e-05,-2.4895036072327754e-05,-2.734111020065613e-05,3.4667,5.3333
0.05859375,-3.466297088578621e-05,-3.1243375616083e-05,-2.05019196612497e-05,-3.1734226611734184e-05,3.4667,5.3333
0.0625,-3.515382188143739e-05,-3.0269854474708167e-05,-3.319859874876019e-05,-3.466297088578621e-05,3.4667,5.3333
0.06640625,-3.4172119890135035e-05,-3.319859874876019e-05,-2.6850259205004945e-05,-2.782378034637979e-05,3.4667,5.3333
0.0703125,-2.8314631342030962e-05,-2.734111020065613e-05,-2.2947993789578078e-05,-3.4172119890135035e-05,3.4667,5.3333
0.07421875,-2.4895036072327754e-05,-1.3180058976119624e-05,-2.0992770656900886e-05,-4.0520459433890276e-05,3.4667,5.3333
0.078125,-2.782378034637979e-05,-1.806402638284885e-05,-2.001106866559853e-05,-3.85734171511406e-05,3.4667,5.3333
0.08203125,-2.8314631342030962e-05,-2.8314631342030962e-05,-3.2707747753109015e-05,-3.759171515983824e-05,3.4667,5.3333
0.0859375,-2.9296333333333323e-05,-2.5876738063630114e-05,-3.85734171511406e-05,-2.782378034637979e-05,3.4667,5.3333
0.08984375,-2.4895036072327754e-05,-2.1966291798275717e-05,-2.05019196612497e-05,-2.4412365926604094e-05,3.4667,5.3333
