timestamp,TP9,AF7,AF8,TP10,Valence,Arousal
0.0,-4.004819388723582e-05,-3.3206686048676276e-05,-0.00017381541618677045,-4.102146278477148e-05,5.1333,2.4
0.00390625,-2.8326028783092994e-05,-3.0286879356069275e-05,-0.00013914986810101472,-4.980950841840237e-05,5.1333,2.4
0.0078125,-3.711407441672388e-05,-2.247210261997405e-05,-0.00017528963231097885,-3.760070886549171e-05,5.1333,2.4
0.01171875,-4.2982313357747766e-05,-2.9785932129396497e-05,-0.00016650158667734798,-4.150809723353933e-05,5.1333,2.4
0.015625,-3.3206686048676276e-05,-5.274362788891432e-05,-0.00010986592450751506,-3.808734331425955e-05,5.1333,2.4
0.01953125,-2.6379490988021656e-05,-1.0413092240639797e-09,-0.0001303761352452888,-3.808734331425955e-05,5.1333,2.4
0.0234375,-2.247210261997405e-05,5.027974747081714e-05,-8.643590707713435e-05,-5.128372454261081e-05,5.1333,2.4
0.02734375,-3.126014825360494e-05,3.0270483959716188e-05,-3.417995494621195e-05,-4.7862970623331035e-05,5.1333,2.4
0.03125,-3.272005159990844e-05,2.4321309346150884e-06,-6.104503907377737e-05,-4.395558225528343e-05,5.1333,2.4
0.03515625,-2.8812663231860837e-05,2.4888879467460157e-05,-6.29915768688487e-05,-4.5415485601586934e-05,5.1333,2.4
0.0390625,-1.9051348700694277e-05,5.6147986411841e-05,-1.8564714251926447e-05,-4.5902120050354764e-05,5.1333,2.4
0.04296875,-1.3197422537575334e-05,3.80852606958114e-05,-1.6117229230182347e-05,-3.565417107042038e-05,5.1333,2.4
0.046875,-2.4418640415045388e-05,2.2942341672388805e-05,-9.776668618295559e-06,-3.126014825360494e-05,5.1333,2.4
0.05078125,-2.148452094453344e-05,4.3939186858930354e-05,-1.0749937515831235e-05,-3.126014825360494e-05,5.1333,2.4
0.0546875,-2.0997886495765612e-05,4.539909020523384e-05,3.892034280918608e-06,-3.0286879356069275e-05,5.1333,2.4
0.05859375,-2.5892856539253826e-05,2.4888879467460157e-05,-7.81581804531929e-06,-3.614080551918822e-05,5.1333,2.4
0.0625,-2.002461759822995e-05,1.757504995803771e-05,-6.396484576638436e-05,-3.468090217288471e-05,5.1333,2.4
0.06640625,-1.8564714251926447e-05,2.636309559166858e-05,-3.711407441672388e-05,-3.3693320497444106e-05,5.1333,2.4
0.0703125,-2.0997886495765612e-05,3.0270483959716188e-05,-1.9618918822003476e-06,-3.907492498970015e-05,5.1333,2.4
0.07421875,-1.8564714251926447e-05,2.4888879467460157e-05,-3.808734331425955e-05,-4.2982313357747766e-05,5.1333,2.4
0.078125,-1.3684056986343165e-05,1.90349533043412e-05,-7.374047307545587e-05,-4.444221670405126e-05,5.1333,2.4
0.08203125,-1.6603863678950176e-05,-2.9351607797360085e-06,-9.131656434271764e-05,-4.4928851152819105e-05,5.1333,2.4
0.0859375,-2.002461759822995e-05,4.855931395437665e-07,-5.665101625696192e-05,-3.711407441672388e-05,5.1333,2.4
0.08984375,-2.247210261997405e-05,5.8528848538948635e-06,-3.3206686048676276e-05,-2.9299297680628667e-05,5.1333,2.4
0.09375,-1.8564714251926447e-05,-1.3197422537575334e-05,-7.862113034103913e-05,-3.711407441672388e-05,5.1333,2.4
0.09765625,-2.2958737068741883e-05,-4.3950641260395e-06,-9.425068381322957e-05,-4.150809723353933e-05,5.1333,2.4
0.1015625,-2.6866125436789502e-05,-7.81581804531929e-06,-9.131656434271764e-05,-4.6388754499122593e-05,5.1333,2.4
0.10546875,-2.0997886495765612e-05,-1.0749937515831235e-05,-7.374047307545587e-05,-4.883623952086671e-05,5.1333,2.4
0.109375,-1.6603863678950176e-05,1.0246907670710328e-05,-8.546263817959867e-05,-4.395558225528343e-05,5.1333,2.4
0.11328125,-1.8078079803158614e-05,4.879615956359203e-06,-0.0001074327522636759,-5.713765070572975e-05,5.1333,2.4
0.1171875,-2.4418640415045388e-05,-7.81581804531929e-06,-8.301515315785458e-05,-5.420353123521782e-05,5.1333,2.4
0.12109375,-2.198546817120622e-05,9.722275883115968e-07,-7.520037642175936e-05,-3.907492498970015e-05,5.1333,2.4
0.125,-2.002461759822995e-05,5.8528848538948635e-06,-8.008103368734264e-05,-3.808734331425955e-05,5.1333,2.4
0.12890625,-2.0511252046997782e-05,2.918765383382919e-06,-7.568701087052718e-05,-4.102146278477148e-05,5.1333,2.4
0.1328125,-2.148452094453344e-05,-1.8564714251926447e-05,-7.177962250247958e-05,-4.199473168230716e-05,5.1333,2.4
0.13671875,-2.5892856539253826e-05,-2.7352759885557332e-05,-6.347821131761654e-05,-4.053482833600365e-05,5.1333,2.4
0.140625,-2.002461759822995e-05,-1.514396033264667e-05,-5.713765070572975e-05,-4.102146278477148e-05,5.1333,2.4
0.14453125,-2.198546817120622e-05,-1.026330306706339e-05,-3.126014825360494e-05,-3.174678270237277e-05,5.1333,2.4
0.1484375,-1.8564714251926447e-05,9.722275883115968e-07,-3.0286879356069275e-05,-2.5892856539253826e-05,5.1333,2.4
0.15234375,-1.6603863678950176e-05,-4.3950641260395e-06,-6.00717701762417e-05,-3.662743996795605e-05,5.1333,2.4
0.15625,-2.198546817120622e-05,-1.3684056986343165e-05,-7.617364531929503e-05,-3.858829054093232e-05,5.1333,2.4
0.16015625,-2.0997886495765612e-05,-1.514396033264667e-05,-6.787223413443198e-05,-3.126014825360494e-05,5.1333,2.4
0.1640625,-2.539190931258106e-05,-1.6603863678950176e-05,-7.325383862668803e-05,-3.272005159990844e-05,5.1333,2.4
0.16796875,-2.4418640415045388e-05,-1.1723206413366896e-05,-9.131656434271764e-05,-3.662743996795605e-05,5.1333,2.4
0.171875,-2.3932005966277555e-05,-8.30245249408712e-06,-0.00010010460997634851,-3.223341715114061e-05,5.1333,2.4
0.17578125,-2.8812663231860837e-05,-2.247210261997405e-05,-0.00010889265560997939,-2.8812663231860837e-05,5.1333,2.4
0.1796875,-2.8326028783092994e-05,-3.272005159990844e-05,-9.864470663004502e-05,-3.223341715114061e-05,5.1333,2.4
0.18359375,-2.6866125436789502e-05,-2.7352759885557332e-05,-8.301515315785458e-05,-2.8326028783092994e-05,5.1333,2.4
0.1875,-2.4418640415045388e-05,-1.269647531090257e-05,-7.764786144350347e-05,-2.6866125436789502e-05,5.1333,2.4
0.19140625,-2.8812663231860837e-05,-2.8326028783092994e-05,-8.594927262836651e-05,-3.077351380483711e-05,5.1333,2.4
0.1953125,-3.417995494621195e-05,-3.907492498970015e-05,-0.00010156451332265201,-3.223341715114061e-05,5.1333,2.4
0.19921875,-2.3932005966277555e-05,-3.077351380483711e-05,-0.00010156451332265201,-3.858829054093232e-05,5.1333,2.4
0.203125,-2.247210261997405e-05,-4.980950841840237e-05,-0.00010840602116121157,-4.5902120050354764e-05,5.1333,2.4
0.20703125,-2.8812663231860837e-05,-4.34689478065156e-05,-0.00010840602116121157,-4.150809723353933e-05,5.1333,2.4
0.2109375,-2.6866125436789502e-05,-4.5902120050354764e-05,-0.00011914060458991379,-3.808734331425955e-05,5.1333,2.4
0.21484375,-3.126014825360494e-05,-5.76242851544976e-05,-0.00010449863279316395,-4.102146278477148e-05,5.1333,2.4
0.21875,-3.3693320497444106e-05,-4.053482833600365e-05,-7.81344958922713e-05,-3.565417107042038e-05,5.1333,2.4
0.22265625,-3.516753662165254e-05,-4.980950841840237e-05,-8.398842205539025e-05,-3.174678270237277e-05,5.1333,2.4
0.2265625,-3.077351380483711e-05,-5.665101625696192e-05,-8.204188426031891e-05,-3.077351380483711e-05,5.1333,2.4
0.23046875,-2.5892856539253826e-05,-4.834960507209888e-05,-8.935571376974135e-05,-2.539190931258106e-05,5.1333,2.4
0.234375,-2.9299297680628667e-05,-4.834960507209888e-05,-9.76571249546044e-05,-2.539190931258106e-05,5.1333,2.4
0.23828125,-3.272005159990844e-05,-4.7862970623331035e-05,-0.00010107787887388419,-3.174678270237277e-05,5.1333,2.4
0.2421875,-3.662743996795605e-05,-4.34689478065156e-05,-9.473731826199742e-05,-3.417995494621195e-05,5.1333,2.4
0.24609375,-3.417995494621195e-05,-5.5176800132753485e-05,-9.668385605706873e-05,-3.956155943846799e-05,5.1333,2.4
0.25,-2.9299297680628667e-05,-6.396484576638436e-05,-0.00011768070124361028,-3.858829054093232e-05,5.1333,2.4
0.25390625,-3.516753662165254e-05,-7.129298805371175e-05,-0.00014159735312275885,-3.417995494621195e-05,5.1333,2.4
0.2578125,-3.417995494621195e-05,-6.104503907377737e-05,-0.00014550474149080644,-3.614080551918822e-05,5.1333,2.4
0.26171875,-2.6866125436789502e-05,-4.980950841840237e-05,-0.0001386632336522469,-2.247210261997405e-05,5.1333,2.4
0.265625,-3.760070886549171e-05,-5.811091960326543e-05,-0.0001279429630014496,-2.4418640415045388e-05,5.1333,2.4
0.26953125,-3.808734331425955e-05,-5.567774735942626e-05,-0.0001103525589562829,-3.468090217288471e-05,5.1333,2.4
0.2734375,-2.783939433432516e-05,-5.0782777315938046e-05,-0.0001074327522636759,-3.272005159990844e-05,5.1333,2.4
0.27734375,-3.223341715114061e-05,-4.9322873969634544e-05,-9.61972216083009e-05,-2.9785932129396497e-05,5.1333,2.4
0.28125,-3.516753662165254e-05,-5.811091960326543e-05,-0.00010645948336614022,-2.7352759885557332e-05,5.1333,2.4
0.28515625,-3.468090217288471e-05,-5.3230262337682146e-05,-0.00010937929005874724,-3.0286879356069275e-05,5.1333,2.4
0.2890625,-3.565417107042038e-05,-4.7376336174563205e-05,-9.22898332402533e-05,-3.662743996795605e-05,5.1333,2.4
0.29296875,-3.516753662165254e-05,-5.616438180819409e-05,-0.00010937929005874724,-3.614080551918822e-05,5.1333,2.4
0.296875,-3.907492498970015e-05,-5.811091960326543e-05,-0.00012988950079652093,-3.662743996795605e-05,5.1333,2.4
0.30078125,-4.102146278477148e-05,-5.128372454261081e-05,-0.00010791938671244373,-3.468090217288471e-05,5.1333,2.4
0.3046875,-4.248136613107499e-05,-5.3716896786449976e-05,-8.398842205539025e-05,-3.126014825360494e-05,5.1333,2.4
0.30859375,-4.395558225528343e-05,-4.980950841840237e-05,-8.838244487220569e-05,-3.760070886549171e-05,5.1333,2.4
0.3125,-4.2982313357747766e-05,-3.858829054093232e-05,-9.376404936446174e-05,-3.565417107042038e-05,5.1333,2.4
0.31640625,-4.150809723353933e-05,-4.6388754499122593e-05,-9.376404936446174e-05,-3.3693320497444106e-05,5.1333,2.4
0.3203125,-3.711407441672388e-05,-5.274362788891432e-05,-8.692254152590218e-05,-3.516753662165254e-05,5.1333,2.4
0.32421875,-2.9785932129396497e-05,-3.662743996795605e-05,-8.789581042343786e-05,-3.565417107042038e-05,5.1333,2.4
0.328125,-2.8812663231860837e-05,-3.417995494621195e-05,-7.81344958922713e-05,-3.417995494621195e-05,5.1333,2.4
0.33203125,-4.444221670405126e-05,-6.495242744182497e-05,-6.495242744182497e-05,-3.468090217288471e-05,5.1333,2.4
0.3359375,-4.102146278477148e-05,-6.495242744182497e-05,-5.713765070572975e-05,-3.272005159990844e-05,5.1333,2.4
0.33984375,-3.223341715114061e-05,-3.907492498970015e-05,-3.272005159990844e-05,-3.223341715114061e-05,5.1333,2.4
0.34375,-3.565417107042038e-05,-3.956155943846799e-05,1.0733542119478158e-05,-3.174678270237277e-05,5.1333,2.4
0.34765625,-3.808734331425955e-05,-4.444221670405126e-05,3.270365620355537e-05,-2.3445371517509726e-05,5.1333,2.4
